name,addr,addr_more,comment_num,score,phone_number,decoration_time,open_time,lowest_price
国汉主题酒店(国展店),朝阳区,朝阳区柳芳北里甲12号（近地铁柳芳站）,6072,4.2,010-64689292/64618777/64094551,2013,2013,199
速8酒店(北京四惠店),朝阳区,朝阳区百子湾路11号（距离四惠地铁站800米）,5484,4.2,010-67757818/13641378389,2013,2013,288
速8酒店(北京紫竹院南路店),海淀区,海淀区紫竹园南路18号（距花园桥地铁站820米）,3097,4.2,010-68785599,2013,2013,305
锦江之星(北京前门店),东城区,东城区西打磨厂街224号（近前门东路路口）,2029,4.2,010-67052533-0,2013,2009,309
易佰连锁旅店(北京方庄桥店),丰台区,丰台区南方庄2号院2号楼,1925,4.2,010-87526327,2013,2013,139
途179迷你酒店(西四店),西城区,西城区西四北大街203-205号,3017,4.2,010-66500099,2012,2012,208
盛聚隆宾馆(西四店),西城区,西城区西四北大街82号（平安里地铁站C口出南行100米）,179,4.2,010-66121975,2012,2009,204
北京温馨如家宾馆有限公司前门分店,西城区,西城区大栅栏粮食店街17号（地铁2号线前门站C出口南行500米）,1047,4.2,010-83160225/83160226,2011,2011,252
7天连锁酒店(北京花园桥地铁站店),海淀区,海淀区车公庄西路33号花园桥地铁站（非花园路）往北50米右转（近首都师范大学）,531,4.2,010-88417888,2011,2011,326
国汉主题酒店(志新店),海淀区,海淀区志新东路北郊天燃气加气站南侧第一栋（物美大卖场麦当劳对面）,3762,4.2,010-82373816/82373916,2010,2008,175
7天连锁酒店(北京十里堡华堂商场店),朝阳区,朝阳区甘露园22号（朝阳路北侧）,2295,4.2,010-85778080,2010,2010,231
黄金港宾馆,海淀区,海淀区花园路1号-37北医三院东南门对面,417,4.2,010-62376587/18210895156,2010,2007,298
7天连锁酒店(北京北沙滩地铁站店),朝阳区,朝阳区北沙滩1号院农机院西门内（15号线北沙滩地铁站B2出口北50米）,415,4.2,010-64870977/17600444711,2008,2008,315
7天连锁酒店(北京鸟巢体育场店),朝阳区,朝阳区小营路8号（北四环惠新东桥往北500米路东，阳明广场院内）,790,4.2,010-84613688/84899003/84899013,2007,2007,305
天宝珠宾馆(前门店),西城区,西城区珠宝市街35号,558,4.2,010-83151971,2001,2010,177
速8酒店(北京鼓楼安定门地铁站店),东城区,东城区安定门内大街245号（近南锣鼓巷，国子监）,1644,4.1,010-84050328,2016,2012,246
天地海酒店(协和医院北京站店),东城区,东城区朝阳门南小街387号（近北京站，协和医院）,1453,4.1,010-65286282,2016,2008,188
叶子主题酒店(西客站店),西城区,西城区广安门外大街华联超市旁（近荣丰2008，距西客站2公里）,1084,4.1,010-51765117,2016,2013,238
舒雅快捷酒店(北师大店),西城区,西城区新德街35号4幢（新康街与新德街交叉口西行20米）,622,4.1,010-62057656/62026391,2016,2006,235
99优选酒店(北京长椿街地铁站店),西城区,西城区感化胡同3号院5号楼（距长椿街地铁站南300米，宣武医院斜对面）,602,4.1,010-63032395,2016,2016,259
如居家酒店,海淀区,海淀区学院路20号（科技大学北门斜对面）,2904,4.1,010-82389338/82388338,2015,2013,589
金典快捷宾馆,丰台区,丰台区岳家楼桥南15米路西,1823,4.1,010-68185200,2015,2010,252
速8酒店(万寿路地铁口店),海淀区,海淀区万寿路西街4号,1128,4.1,010-58494989/18710176383,2015,2015,270
7天连锁酒店(北京西客站店),海淀区,海淀区北蜂窝路乔建里2号,943,4.1,010-51915777,2015,2008,274
99旅馆连锁(北京西站南路店),丰台区,丰台区西站南路14-1号,876,4.1,010-63262262/63424684,2015,2015,318
第五季时尚酒店(东大桥店),朝阳区,朝阳区工体东路甲17号（春平广场对面、东大桥地铁A口斜对面）,333,4.1,010-65519307,2015,2010,298
盛凯宾馆,丰台区,丰台区莲怡园东路10号楼11号,202,4.1,010-63436885,2015,2008,252
99旅馆连锁(北京欢乐谷店),朝阳区,朝阳区金蝉西路甲一号2号楼（酷车小镇院内）,3731,4.1,010-87307866/87307266,2014,2014,147
易佰连锁旅店(北京民航医院店),朝阳区,朝阳区黄杉木店路188号7-1,515,4.1,010-58636729,2014,2014,195
锦江之星(北京金台路地铁站店),朝阳区,朝阳区延静里中街甲7号（地铁6号线金台路站东南500米）,484,4.1,010-59100888/13691135655,2014,2008,291
Zsmart智尚酒店北京王府井中心店,东城区,东城区王府井大街柏树胡同32号,1885,4.1,010-65596666,2013,2008,478
布丁酒店(北京王府井店),东城区,东城区朝阳门内南小街14号,869,4.1,010-65235006,2013,2013,235
布丁酒店(北京团结湖店),朝阳区,朝阳区团结湖北五条甲2-1,1877,4.1,010-85983036/85989810,2012,2012,292
速8酒店(北京三里屯店),朝阳区,朝阳区白家庄路白家庄西里24号院（三里屯机电学院南门20米，白家庄海底捞斜对面50米）,2580,4.1,010-65006281,2011,2011,321
速8酒店(北京西单大悦城店),西城区,西城区华远北街1号楼2层（距离地铁1号线西单站F1口出600米，4号线灵境胡同站D口300米）,1011,4.1,010-66135559,2011,2008,268
朝旺园宾馆,东城区,东城区东四南大街演乐胡同116号（距地铁灯市口50米，近协和医院）,191,4.1,010-65249588,2011,2006,158
金菠萝国际青年酒店,东城区,东城区新中街18号阳光都市社区2号楼（临近工人体育场，三里屯）,514,4.1,010-84472899,2008,2008,247
汉庭(北京崇文门店),东城区,东城区船板胡同47号（近崇文门大街）,434,4.1,010-65249867,2008,2008,455
融金中财大酒店,海淀区,海淀区学院南路39号（毗邻中央财经大学南门）,172,4.1,010-62289999,2008,2008,502
欣燕都连锁酒店(陶然亭一店),西城区,西城区黑窑厂街18号,440,4.1,010-83548039/63510007,2006,2004,341
速8酒店(北京西客站北广场店),丰台区,丰台区莲花池东路126号（距离北京西站300米）,1853,4,010-63956422,2017,2017,249
速8酒店(广安门中医院店),西城区,西城区广安门内核桃园东街1-8号（距地铁7号线广安门内400米）,476,4,010-83157876,2017,2017,287
时尚港湾酒店(东四地铁站店),东城区,东城区东四北大街486号（距地铁东四站B口100米，近王府井）,1810,4,010-84021789,2015,2015,168
速8酒店(北京前门珠市口东大街店),东城区,东城区珠市口东大街16号（地铁7号线珠市口站C口向东300米路南侧）,1898,4,010-67050858/67062688,2014,2012,168
速8酒店(北京王府井美术馆后街店),东城区,东城区美术馆后街60号,651,4,010-64073733,2014,2014,238
通达旅馆,西城区,西城区杨梅竹斜街樱桃胡同7号（琉璃厂东侧）,491,4,010-63037187,2014,2005,85
博瑞招待所(北京西站北广场店),海淀区,海淀区羊坊店路18号光耀东方广场S座南门6楼616室（富侨足道右侧）,1202,4,010-63922879,2013,2013,159
同力旅馆,东城区,东城区美术馆后街山老胡同3号,362,4,010-64029976,2013,2010,168
速8酒店(北京西站南路店),丰台区,丰台区西站南路与丽源路交汇处（距六里桥地铁站1.4公里）,3681,4,010-63288800,2011,2011,274
99优选酒店(北京联想桥店),海淀区,海淀区中关村东路123号院5号楼,2328,4,010-62116967,2008,2008,200
速8酒店(鸟巢奥体中心地铁站店),朝阳区,朝阳区民族园路1-1号地铁奥体中心站D口西侧10米（会议中心向南500米，安贞医院附近）,762,3.9,13601277456,2017,2017,264
飘HOME连锁酒店(灯市口地铁站店),东城区,东城区王府井大街柏树胡同17号（地铁5号线灯市口站A口出西行150米，近王府井大街）,2129,3.9,010-65258938,2016,2015,258
万程新润酒店(前门大栅栏店),西城区,西城区前门大栅栏街32号（地铁二号线前门站C口出南行200米）,6035,3.9,010-63023633/63023683,2015,2010,222
99旅馆连锁(北京前门店),西城区,西城区培智胡同10号,1837,3.9,010-63189716,2012,2012,139
易佰连锁旅店(北京南站洋桥店),丰台区,丰台区角门北路东里小区7号楼,1006,3.9,010-67576512,2010,2010,129
布丁酒店(北京锣鼓巷后海鼓楼店),东城区,东城区鼓楼东大街宝钞胡同38号（北京市第七幼儿园对面）,1597,3.8,010-84042268,2018,2015,220
速8酒店(北京建国门地铁站店),朝阳区,朝阳区建国门外大街乙24号（地铁1号线、2号线建国门站B口南300米，赛特购物中心西200米）,136,3.8,010-65159909,2018,2018,368
速8酒店(北京王府井灯市口店),东城区,东城区灯市口大街14号（近王府井大街、协和医院）,3321,3.8,010-51693888/65210822/18610192422,2015,2012,408
家宝快捷酒店,东城区,东城区崇文门东大街东花市北里中区15号楼,1107,3.7,010-87926979/67131510,2014,2015,109
阿哈青年酒店(北京南站北广场店),丰台区,丰台区开阳里三街开阳里八区2号楼,531,3.6,010-63200600,2017,2017,72
速8酒店(北京车公庄西地铁站店),西城区,西城区展览馆路3号3层（地铁6号线车公庄西站D口向南200米路西侧，近北京展览馆）,394,3.5,010-68330677/68330676,2017,2011,298
布丁酒店(北京站崇文门店),东城区,东城区新怡商务楼甲3号（新世界百货西侧路）,3265,3.5,010-67086992/67085668,2015,2008,179
