name,addr,addr_more,comment_num,score,phone_number,decoration_time,open_time,lowest_price
速8酒店(北京奥林匹克公园宝盛里店),海淀区,海淀区永泰庄东路南口东滨河4号（永泰庄东路与龙岗路交叉口南侧，首佳利华西南1门对面）,980,4.5,010-82817052/82817032,2016,2016,265
缘元酒店,西城区,西城区车公庄大街北里2号院,858,4.5,010-68358375,2016,2016,297
小筑主题酒店(三元桥店),朝阳区,朝阳区朝阳党校路（与静安东街交叉口，距国门汉美30米）,566,4.5,010-64606589,2016,2007,208
红苹果连锁酒店(同仁医院北京站店),东城区,东城区国瑞东路30号（与崇文门外大街交汇处）,562,4.5,010-67195697,2016,2017,188
北京华侨大厦,东城区,东城区王府井大街2号,169,4.5,010-65136666,2016,1992,712
唯爱主题酒店,朝阳区,朝阳区八里庄东里1号楼,1162,4.5,010-65569660/15811162480,2015,2015,315
速8酒店(北京南站角门西地铁站店),丰台区,丰台区马家堡西路15号4层106号（地铁十号线四号线角门西地铁站E出口处）,941,4.5,010-67571230,2015,2013,340
爬梯国际青年旅舍(后海店),西城区,西城区安德里北街2号（地铁8号线D口出西100米）,784,4.5,010-62069911,2015,2015,295
星星之家青年旅社,海淀区,海淀区中关村苏州街西屋国际A座,709,4.5,18910161473,2015,2015,83
7天连锁酒店(北京青年路地铁站店),朝阳区,朝阳区青年路西里115号（青年路与姚家园路交界处向南500米）,543,4.5,010-52062302,2015,2015,263
朝新盛林假日酒店(双桥店),朝阳区,朝阳区双桥中路与金卫路交汇处西南角,531,4.5,010-85383533,2015,2015,312
格林联盟酒店(北京西站北广场店),海淀区,海淀区莲花池东路中土大厦西侧100米（西客站北广场东行600米）,325,4.5,010-51937766,2015,2014,370
海逸华安酒店,海淀区,海淀区中关村东路123号院1号楼都市网景A座（北三环联想桥北300米路西）,255,4.5,010-62127897,2015,2016,295
京华酒店式公寓,海淀区,海淀区中关村知春路紫金数码园2号楼5层517,253,4.5,010-62662034,2015,2008,299
派酒店(北京牡丹园龙翔路店),海淀区,海淀区龙翔路12号（北京辰茂鸿翔酒店斜对面100米）,145,4.5,010-82012090/62015781,2015,2015,305
昌浩商务酒店(北京南站店),丰台区,丰台区右安门外大街开阳里6区15号,2283,4.5,010-63576388/83539288,2014,2014,294
7天连锁酒店(北京南站陶然亭地铁站店),西城区,西城区半步桥街14号,1503,4.5,010-63577575,2014,2013,220
7天连锁酒店(北京新街口地铁站店),西城区,西城区南草厂街大后仓胡同21号（近地铁4号线新街口站D口）,1499,4.5,010-66561126/66560483,2014,2012,305
7天连锁酒店(北京潘家园店),朝阳区,朝阳区劲松南路劲松七区内甲706号楼（近第四小学、肿瘤医院、潘家园市场）,1156,4.5,010-87702288,2014,2010,253
7天连锁酒店(北京国贸劲松地铁站店),朝阳区,朝阳区劲松南路5号院内,835,4.5,010-87722388,2014,2007,284
速8酒店(北京潘家园路店),朝阳区,朝阳区潘家园东路甲2号（近潘家园，中国医学科学院肿瘤医院）,552,4.5,010-67701243/87717750,2014,2014,248
汉庭(北京工体蓝岛店),朝阳区,朝阳区芳草地西街15号（昆泰大厦南端朝外南街于芳草地西街交叉口往南50米路西）,836,4.5,010-53525555,2013,2013,465
蓟门旅馆,海淀区,海淀区蓟门桥政法大学南门向西明光路5号楼3层（近地铁13号线大钟寺站）,671,4.5,010-62237882,2013,2007,118
汉庭(北京永定门外地铁站店),东城区,东城区永定门外大街安乐林路琉璃井38号永定门外站C口往东200米或景泰地铁站500米（近永定门饭店）,566,4.5,010-67282188,2013,2013,256
聚鑫仁和宾馆,海淀区,海淀区志新西路（科大附小东门对面）,516,4.5,010-82388996,2013,2008,334
北京希尔顿逸林酒店,西城区,西城区广安门外大街168号,235,4.5,010-63381888,2013,2008,897
北土城快捷宾馆,朝阳区,朝阳区北土城西路16号地铁10号线健德门站C口东150米处,140,4.5,010-62053271,2013,2013,366
曲园快捷酒店,海淀区,海淀区志新东路8号,7113,4.5,010-62329232/62329233,2012,2012,231
诚泰商务酒店,东城区,东城区东四北大街320号,3650,4.5,010-64033926-6001/64076992-6001,2012,2005,258
布丁酒店(北京国贸潘家园地铁站店),朝阳区,朝阳区潘家园松榆北路2号（地铁潘家园地铁站B口出）,1857,4.5,010-87375529,2012,2012,208
99优选酒店(北京角门东地铁站店),丰台区,丰台区角门东里12号楼,1831,4.5,010-67538188,2012,2015,193
瓦当国际青年旅舍,西城区,西城区新街口南大街北帽胡同8号（近护国寺小吃街）,1456,4.5,010-66150596,2011,2011,80
7天连锁酒店(北京青年路地铁站大悦城店),朝阳区,朝阳区朝阳路黄杉木店路188号（朝阳大悦城附近）,991,4.5,010-58636777,2011,2011,252
汉庭(北京花园桥店),海淀区,海淀区北洼路26号北洼东街内首师大北一校区,474,4.5,010-68420202,2011,2011,446
世家精品酒店,朝阳区,朝阳区农展馆南里12号（近农展馆南路）,419,4.5,010-65925808,2011,2011,360
速8酒店(北京西直门店),西城区,西城区西外大街德宝新园11号（北京展览馆隔壁）,412,4.5,010-68367008/68367010,2011,2005,350
海友酒店(北京赵公口店),丰台区,丰台区定安东路12号（地铁5号线刘家窑站A口出右侧约600米，赵公口桥右侧60米）,396,4.5,010-67652250,2011,2015,199
汉庭(北京西站南广场店),丰台区,丰台区太平桥东里16号（近西站南路）,858,4.5,010-63497979,2010,2010,408
7天连锁酒店(北京蓟门桥店),海淀区,海淀区蓟门里小区甲4号楼（近三环边上）,345,4.5,010-82095788,2010,2010,474
如家酒店(北京新街口地铁站店),西城区,西城区西直门内大街北草厂胡同玉桃园3区11号楼（4号线新街口站A口出200米即到）,1401,4.5,010-82221666,2008,2008,360
北京天伦王朝酒店,东城区,东城区王府井大街50号（近天主教堂东堂）,400,4.5,010-58168888,2008,1990,928
京泰龙国际大酒店,东城区,东城区珠市口东大街19号（近前门步行街，地铁7号线珠市口站附近）,166,4.5,010-67075888,2008,2008,635
广州大厦,西城区,西城区西单横二条甲3号，近西单文化广场,498,4.5,010-58559988,1999,1999,753
速8酒店(北京国展东直门店),朝阳区,朝阳区左家庄西街12号楼2层（中国国际展览中心南900米路东）,1205,4.4,010-64650556/84543685,2018,2018,268
格林豪泰快捷酒店(北京天安门大栅栏店),西城区,西城区前门大栅栏西街56号,1909,4.4,010-63156115/63156116,2017,2017,455
西翠之旅宾馆(北京广安门店),西城区,西城区广安门外车站东街9号（椿树馆小学对面）,886,4.4,010-51923966-0/51926005,2017,1985,266
禧龙宾馆(夕照寺店),东城区,东城区夕照寺街14号（临近广渠门地铁站）,6990,4.4,010-67189199,2016,2011,158
布丁酒店(北京南锣鼓巷后海店),东城区,东城区交道口南大街与秦老胡同交叉口（距南锣鼓巷500米）,4289,4.4,010-84013808,2016,2015,229
7天连锁酒店(北京西客站六里桥地铁站店),丰台区,丰台区万丰路小井村548号（六里桥往西800米，小井桥往南200米）,2194,4.4,010-63848060/63855050,2016,2010,199
速8酒店(北京前门琉璃厂店),西城区,西城区大安澜营胡同18号（近天平商务楼，距虎坊桥地铁站500米）,2118,4.4,010-59444053,2016,2016,258
悠悠住轻奢连锁酒店(南锣鼓巷/雍和宫店),东城区,东城区安定门内大街187号（近雍和宫、南锣鼓巷）,1434,4.4,010-57037655,2016,2010,274
速8酒店(北京西站湾子地铁站店),西城区,西城区马连道9号茶院（距湾子地铁站D口300米）,1346,4.4,010-63309919,2016,2017,328
锦居快捷酒店,西城区,西城区马连道南街依莲轩小区东门（地铁7号线湾子站D口出南行550米）,1134,4.4,010-83069299/83069399/13718773960,2016,2013,221
鑫海宾馆(北京西站店),西城区,西城区广安门外小红庙11号（西站附近）,1124,4.4,010-63465911,2016,2016,210
尚格乐居酒店(北京朝阳大悦城店),朝阳区,朝阳区青年路115号国美第一城2区,787,4.4,010-52066880,2016,2016,158
雨林主题酒店(北京方庄路店),丰台区,丰台区方庄南路18号院12号楼一层二层（方庄桥南400米东侧）,781,4.4,010-56051066/18210408757,2016,2016,311
天悦快捷酒店(师范大学店),海淀区,海淀区文慧园路小西天志强北园甲3号,495,4.4,010-82220490,2016,2013,306
派酒店(北京前门大栅栏店),西城区,西城区前门铁树斜街55号,382,4.4,010-63047490,2016,2016,294
北京胡同文化酒店(原新太仓宾馆),东城区,东城区东直门内大街新太仓胡同12号（近雍和宫）,371,4.4,010-84031871,2016,2009,258
美莲宾馆,东城区,东城区红星胡同22号（近协和医院、王府井大街）,259,4.4,010-65226897/18515310230,2016,2016,199
京一食四合院客栈,西城区,西城区前门大栅栏铁树斜街27号,247,4.4,010-63040749,2016,2011,80
北京启凡青年旅舍,西城区,西城区柳巷冠英园西区20号楼,201,4.4,010-66159799,2016,2016,70
99优选酒店(北京牡丹园健德门地铁站龙翔路店),海淀区,海淀区龙翔路12号（鸿翔大厦向东50米）,201,4.4,010-57020799,2016,2017,266
九十九连锁宾馆,东城区,东城区东花市大街北里东区1号1幢（东花市大街与白桥大街交叉口，东便门桥南100米）,20174,4.4,010-67164115/67162315,2015,2015,210
速8酒店(北京前门大栅栏西街店),西城区,西城区前门大栅栏西街56号（麦当劳对面200米，德缘烤鸭店斜对面）,3590,4.4,010-83197822,2015,2017,309
7天连锁酒店(北京四惠地铁站店),朝阳区,朝阳区四惠桥东500米盛世龙源11号（9号温泉）,1801,4.4,010-87706977,2015,2011,253
万程连锁酒店(前门店),西城区,西城区大栅栏西街15号（地铁2号线前门站C口出，距煤市街南500米）,1722,4.4,010-63151088/63028288,2015,2015,198
小筑主题酒店(亚运村精品店),朝阳区,朝阳区安苑路20号世纪兴源大厦旁（奥体东门，地铁惠新西街南口站）,1425,4.4,010-64813008/64812177,2015,2015,210
双龙快捷酒店(二部),朝阳区,朝阳区周庄路168号天海龙物业管理公司商业楼二楼（十里河地铁D出口美联天地600米）,1390,4.4,010-67327888/13114999553/15711252280,2015,2008,175
7天连锁酒店(北京鸟巢店),朝阳区,朝阳区安慧北里逸园23号楼东侧（近北苑路）,1143,4.4,010-64961388,2015,2010,305
汉庭(北京西站北广场店),丰台区,丰台区莲花池东路120-2号北恒大厦,905,4.4,010-51761111,2015,2013,389
建兴达招待所,海淀区,海淀区知春路17号知春嘉园3号楼3A层,748,4.4,010-82335735,2015,2015,163
聚兴源宾馆,西城区,西城区前门博兴胡同8号（与煤市街交汇处）,664,4.4,15712867043,2015,2010,152
盐湖宾馆,海淀区,海淀区莲花池东路北小马厂8号楼,663,4.4,010-51876917/63497255,2015,2015,288
汉庭(北京永定门店),东城区,东城区永定门外彭庄乙58号（南二环陶然桥西南角）,350,4.4,010-52979898,2015,2012,398
礼如士家宾馆,西城区,西城区西便门东街甲2-2（中央音乐学院西150米）,316,4.4,010-86096276,2015,2015,263
易佰连锁旅店(北京左安门店),丰台区,丰台区芳城园一区2号楼（左安门环岛西南侧丰台体坛中医医院后面）,255,4.4,010-67644548/18730068165,2015,2012,188
北京新升宾馆,西城区,西城区大栅栏西街朱家胡同6号（近大栅栏西街）,1423,4.4,010-63035584,2014,2006,139
京A8商务酒店,海淀区,海淀区莲宝路10号商业楼,1206,4.4,010-63251668/63251665,2014,2013,328
7天连锁酒店(北京马甸桥店),西城区,西城区德胜门外大街2号马甸立交桥东南角,973,4.4,010-82284469,2014,2008,284
99优选酒店(北京右安门西街店),西城区,西城区右安门西街4号,788,4.4,010-63573165,2014,2014,168
99旅馆连锁(北京王府井灯市口地铁站店),东城区,东城区演乐胡同88号（协和医院北0.8公里）,439,4.4,010-65231677,2014,2013,229
西单古德豪斯酒店,西城区,西城区西单横二条2号华恒大厦二层（近西单商场）,157,4.4,010-66026361,2014,2008,289
福地凰城酒店,东城区,东城区东四北大街钱粮胡同17号（近美术馆）,1287,4.4,010-57642999,2013,2011,431
速8酒店(北京天坛西门店),西城区,西城区禄长街头条2号,873,4.4,010-67601188,2013,2013,245
99旅馆连锁(北京西客站店),西城区,西城区莲花池东路24号甲一号楼（距北京西站1.2千米）,748,4.4,010-63406799/63450690,2013,2014,209
如家酒店(北京建国路万达广场店),朝阳区,朝阳区建国路93号万达广场19号楼,199,4.4,010-58203999,2013,2011,522
格林豪泰快捷酒店(北京天坛南门店),丰台区,丰台区光彩路贾家花园3号院6号楼,322,4.4,010-87267998,2012,2012,313
豪庭国际酒店,朝阳区,朝阳区朝阳北路雅成一里18号楼（近青年路）,71,4.4,010-85517599/85527599,2012,2012,758
祥伦旅社,西城区,西城区粮食店街63号（2号线前门地铁站C口南500米，7号线珠市口地铁站A口北50米）,4182,4.4,010-63037963/63047007/83161823/63032736,2011,1993,118
平安京忆栈酒店,朝阳区,朝阳区光熙门北里34号（太阳宫医院附近、爱琴海对面）,838,4.4,010-64228181/64227406,2011,2011,389
宁夏大厦,东城区,东城区安定门内大街分司厅胡同13号,698,4.4,010-64009999,2010,2004,512
盛元香江酒店,东城区,东城区安定门外大街青年湖北里5号（近中国黄金旗舰店）,239,4.4,010-84114818/13552803703,2010,2010,268
北京前门宾馆,西城区,西城区杨梅竹斜街9号（天安门南500米，地铁2号线前门站C口出南行300米）,129,4.4,010-63036543,2010,2010,200
叠玉宾馆,海淀区,海淀区志新东路14-4号（近志新路）,5013,4.4,010-62313129/62310025,2008,2006,211
汉庭(北京德胜门店),西城区,西城区六铺炕三区9号北楼（近大井胡同）,365,4.4,010-82078787,2007,2007,398
瑞嘉宾馆,西城区,西城区百万庄大街41号,264,4.4,010-68361166,2007,2007,650
如家联盟华驿酒店(北京前门珠市口地铁站店),东城区,东城区西草市东街42号,1625,4.3,010-67010858/57147240,2018,2018,168
紫元恒假日酒店(前门大栅栏店),西城区,西城区前门大栅栏煤市街15号,699,4.3,010-63045306,2018,2010,240
前门佳合宾馆(北京天安门广场店),东城区,东城区前门东大街16-4号,253,4.3,010-67011926,2018,2018,253
和颐酒店(财满街店),朝阳区,朝阳区朝阳路高井176号（民航医院正对面）,39,4.3,010-85758877/13301224992/18600058520,2018,2018,436
速8酒店(北京天坛景泰桥店),东城区,东城区永定门东滨河路11号（紧邻天坛南门200米，距景泰地铁站800米）,4223,4.3,010-87251748/51233133,2017,2011,168
鸿盛宾馆,海淀区,海淀区交大东路36号（交通大学东门斜对面）,1433,4.3,010-62215958,2017,2017,259
M家酒店(崇文门北京站店)(原嘉家快捷酒店),东城区,东城区西花市大街46号（临近北京站，近崇文门地铁站G口）,877,4.3,010-87189739,2017,2017,156
布丁酒店(北京南站6号到达口店),丰台区,丰台区北京南站站内地下一层6号到达口北侧二楼,862,4.3,010-63131128,2017,2017,227
速8酒店(北京国展左家庄店),朝阳区,朝阳区左家庄东街静安里南区37号楼二层,826,4.3,010-64645550,2017,2016,298
荣丰2008酒店(西客站店),西城区,西城区广安门外大街荣丰2008小区9号楼2层（近北京西站北广场、达官营地铁站B口）,609,4.3,010-51765555/15910215440,2017,2017,253
福鑫宾馆(天坛南门店),东城区,东城区琉璃井东街3号楼,318,4.3,010-67247968/18310347935,2017,2010,118
鸿炜亿家连锁酒店(北京陶然亭地铁站店),西城区,西城区右安门内大街59-13号（北京银行右安门支行向北10米路口内）,251,4.3,010-63538353,2017,2011,269
速8酒店(北京西站达官营地铁站店),西城区,西城区广安门外大街305号1号楼（近地铁7号线达官营B出口）,1693,4.3,010-57115708,2016,2016,227
速8酒店(北京南站开阳桥店),丰台区,丰台区开阳里一街2号楼,1203,4.3,010-83560173/83560541,2016,2015,238
北京曙辉快捷酒店,海淀区,海淀区羊坊店东路5号（军事博物馆地铁站南400米，北京西站北广场北700米）,1084,4.3,010-88456900/53360688/53360588,2016,2014,269
静雅时尚酒店(北京南站草桥地铁站店),丰台区,丰台区镇国寺北街恋日生活广场6号楼3层（近草桥地铁站B出口）,1034,4.3,010-87584270,2016,2016,131
速8酒店(北京朝阳大悦城青年路店),朝阳区,朝阳区青年路西里3号院2号楼（距离青年路地铁站1000米，国美第一城小区东南门）,960,4.3,010-52062372,2016,2012,238
大力宾馆(天安门店),西城区,西城区前门煤市街大力胡同17号（近地铁7号线珠市口站）,818,4.3,010-63033465,2016,2015,139
北京喜来顺宾馆,丰台区,丰台区角门东里7号楼,700,4.3,15811321978,2016,2016,125
99优选酒店(北京天安门广场店),东城区,东城区前门东大街甲12号（地铁2号线前门站B出口向东200米）,624,4.3,010-67019208,2016,2014,239
金丰宾馆,东城区,东城区西花市大街57号,363,4.3,010-67171566,2016,2016,190
居派空间公寓(电影学院店),海淀区,海淀区知春路太月园东门,336,4.3,15510253612,2016,2017,246
沐阳时尚连锁酒店(民航医院店),朝阳区,朝阳区朝阳路民航总医院正对面（顺丰快递旁）,314,4.3,010-58636822/13381150967,2016,2014,173
北京京瑞温泉国际酒店,朝阳区,朝阳区东三环南路17号（十里河桥京瑞大厦3层）,221,4.3,010-67668866,2016,1998,633
北京连升商务酒店,西城区,西城区前门大栅栏西街32号（近地铁2号线前门站C出口，煤市街南500米）,17338,4.3,010-63036074/83150871,2015,2008,186
速8酒店(北京海淀颐和园店),海淀区,海淀区青龙桥西街67号（颐和园北如意门对面）,2789,4.3,010-62886628/62886999,2015,2015,312
晋阳商务酒店(前门大栅栏店),西城区,西城区前门大栅栏街13号（地铁2号线前门站C口出向南200米，大栅栏步行街同仁堂药店斜对面）,2538,4.3,010-63030455,2015,2015,138
红苹果连锁酒店(财经大学店),海淀区,海淀区四道口路京果商厦A座3层301,1603,4.3,010-59446201/59446202,2015,2015,198
7天连锁酒店(北京马甸桥北店),西城区,西城区马甸桥北裕中西里小区34号（国美电器后侧）,1548,4.3,010-82086226,2015,2010,284
布丁酒店(北京国贸双井地铁站店),朝阳区,朝阳区广渠路66号院4号楼底商（朝阳区图书馆对面，百环家园旁）,1115,4.3,010-67776197,2015,2015,275
7天连锁酒店(北京中关村人民大学店),海淀区,海淀区苏州街49-7号（苏州街地铁站D口直走150米）,510,4.3,010-62577877,2015,2011,379
99优选酒店(北京西翠路店),海淀区,海淀区万寿路1号院（超市发后门，近五棵松体育馆）,292,4.3,010-68210513/68210523,2015,2015,206
易佰连锁旅店(北京地坛店),朝阳区,朝阳区民旺胡同9号（紧邻国展中心，东直门簋街）,2432,4.3,010-57261155,2014,2015,205
速8酒店(北京海淀花园桥店),海淀区,海淀区西三环北洼路32号华普超市2层（距离花园桥地铁700米）,1819,4.3,010-68785588,2014,2014,358
7天连锁酒店(北京西站南广场二店),丰台区,丰台区北京西站南路太平桥东里16号（建银饭店往南100米路东）,1490,4.3,010-87600068,2014,2014,284
99旅馆连锁(北京大红门石榴庄地铁站店),丰台区,丰台区南顶路4号（近海鲜市场）,1426,4.3,010-87262599,2014,2010,149
新华宜君宾馆,西城区,西城区佟麟阁路95号（地铁宣武门站A1口向西步行200米）,1313,4.3,010-66035835/66021171,2014,2014,253
如家酒店(北京蓝岛东大桥地铁站店),朝阳区,朝阳区工体东路20号春平广场五层（地铁东大桥站A口北行10米）,1106,4.3,010-65959388,2014,2014,388
7天连锁酒店(北京学院路六道口地铁站店),海淀区,海淀区学清路41号裕京大厦3-8楼（近农大）,941,4.3,010-82837988,2014,2008,347
速8酒店(北京海淀苏州桥店),海淀区,海淀区北三环西路62号（距人民大学800米）,886,4.3,010-68716717,2014,2013,460
速8酒店(北京崇文门同仁医院店),东城区,东城区西花市大街126号,370,4.3,010-67103322,2014,2015,308
炮局工厂青年旅舍,东城区,东城区炮局头条29号院（近雍和宫站地铁2号线B出口）,205,4.3,010-64027218,2014,2008,69
7天连锁酒店(北京西客站丽泽桥店),丰台区,丰台区西局南街21号院（居然之家南侧）,7644,4.3,010-63852368,2013,2011,199
派酒店(北京万寿路地铁站店),海淀区,海淀区玉渊潭南路翠微东里16号院（万寿路工商所旁）,3758,4.3,010-68255818,2013,2013,305
99旅馆连锁(北京木樨园店),丰台区,丰台区西木樨园7号楼二单元3层（木樨园桥环岛东北角）,2007,4.3,010-67227148,2013,2012,188
正阳悦嘉酒店,西城区,西城区莲花池东路102号天莲大厦（地铁七号线、九号线北京西站站北广场东300米）,1381,4.3,010-63377662/63377789,2013,2013,297
柯山宾馆,西城区,西城区南横西街春风社区11-13号（牛街南口向东300米，卫生学院对面）,972,4.3,010-51712377/51712311/13260182371,2013,2008,198
99旅馆连锁(北京通州新华大街东关大桥店),通州区,通州区通胡大街25号（河畔丽景小区院内）,777,4.3,010-89529339,2013,2010,116
中康国际酒店,朝阳区,朝阳区石佛营东里130号,736,4.3,010-85859999,2013,2008,890
99优选酒店(北京积水潭医院店),西城区,西城区新街口东街66号-2幢（积水潭医院南门西行300米）,559,4.3,010-83224801,2013,2012,199
百盈天天快捷酒店,丰台区,丰台区南三环与沙子口路交汇处东木樨园18号楼,2679,4.3,010-87299973,2012,2009,119
格林豪泰快捷酒店(北京国展三元西桥店),朝阳区,朝阳区左家庄北里41号（静安市场西50米）,1163,4.3,010-64666777,2012,2012,454
7天连锁酒店(北京西客站马连道店),西城区,西城区马连道路9-5号（机械大厦西南侧）,299,4.3,010-63328001/63326908/63327822,2012,2012,294
银兴九盛宾馆,朝阳区,朝阳区亚运村小营路9号银座九号大厦,228,4.3,010-64941923,2012,2012,238
7天连锁酒店(北京西客站南广场店),丰台区,丰台区广莲路9号（南广场东侧）,319,4.3,010-51937688,2011,2010,294
格林豪泰商务酒店(北京海淀学院路五道口地铁站店),海淀区,海淀区展春园西路2号（五道口地铁站，华联商厦南260米）,428,4.3,010-82379998,2010,2010,424
伯鑫宾馆(护国寺店),西城区,西城区护国寺街137号（近地铁4号线、6号线平安里站B口出）,5455,4.3,010-52607523,2009,2007,259
7天连锁酒店(北京火车站广渠门外地铁站店),东城区,东城区忠实里南街6号（近远洋德邑小区）,776,4.3,010-51015988,2009,2009,242
京豫春宾馆,朝阳区,朝阳区十里河街南路391号（离十里河地铁站300米，三环医院向北100米）,720,4.3,010-87363188,2008,2008,178
锦江之星(北京天桥店),西城区,西城区北纬路30号（距离天坛西门200米）,685,4.3,010-83156996,2008,2010,290
7天连锁酒店(北京天安门店),西城区,西城区西绒线胡同乙9号,231,4.3,010-66522288,2008,2008,431
北京香江戴斯酒店,东城区,东城区南河沿大街南湾子1号（近王府井金街，毗邻王府井金街西侧）,671,4.3,010-65127788,2007,2007,633
北京饭店,东城区,东城区东长安街33号（近王府井大街）,333,4.3,010-65137766,2006,2006,1042
速8艺术酒店(北京南锣鼓巷店),东城区,东城区鼓楼东大街北锣鼓巷甲99号（南锣鼓巷北口北20米）,1809,4.2,010-84083400/84084320,2018,2018,288
星程酒店(北京南站店),丰台区,丰台区南站北广场F1楼,325,4.2,010-51332222,2018,2010,368
新宇桥宾馆(北京安定医院店),西城区,西城区德外教场口街9号院6号楼,281,4.2,010-82067276,2018,2008,268
上林国际青年旅舍,西城区,西城区前门陕西巷22号（近小凤仙故居，地铁2号线前门站c出口）,1753,4.2,010-83166568,2017,2013,63
布丁酒店(北京西站南广场马连道茶城店),西城区,西城区马连道东街15号1号楼2层,767,4.2,010-63256635,2017,2017,208
客来快捷宾馆,西城区,西城区石头胡同85号,706,4.2,010-63011053,2017,2017,148
速8酒店(北京鸟巢惠新西街地铁站店),朝阳区,朝阳区北四环安慧里四区15号五矿大厦后侧（近5号线地铁惠新西街北口A出口）,692,4.2,010-58603856/58603857,2017,2017,364
布丁酒店(北京南站北进口店),丰台区,丰台区开阳路北京南站平面层北进口西侧2楼,229,4.2,010-63131228,2017,2017,265
格林豪泰酒店(北京东城王府井南锣鼓巷后海店),东城区,东城区地安门东大街41号,183,4.2,010-51491777,2017,2010,370
7天连锁酒店(北京鼓楼桥北店),东城区,东城区安德里北街25号（地铁8号线安德里北街D口出西行500米）,2079,4.2,010-62045899,2016,2012,368
宝福来宾馆,西城区,西城区前门大栅栏商业街内门框胡同30号,1280,4.2,010-63167517,2016,2008,144
便宜居连锁酒店(北京西四店),西城区,西城区西四南大街16号（邮政储蓄银行隔壁）,856,4.2,010-56216388,2016,2015,205
速8酒店(北京南站长途汽车站店),东城区,东城区南站幸福路彭庄37号（南站北出口向东500米）,350,4.2,010-63131508,2016,2017,238
怡莱酒店(北京王府井店),东城区,东城区朝阳门内大街271号物美超市东（东四地铁站5号线C口对面，6号线出E口向东侧）,262,4.2,010-84050887,2016,2005,289
如家联盟华驿酒店(北京站崇文门店),东城区,东城区西花市大街43号（近崇文门地铁站2号线C出口、5号线G出口）,10720,4.2,010-67115328,2015,2009,164
99优选酒店(北京西客站北广场店),西城区,西城区莲花池东路102号（北京西客站北广场）,2771,4.2,010-63377202,2015,2015,169
速8酒店(北京西站莲花桥店),丰台区,丰台区吴家场路莲花池西里8号院20号楼方润大厦1层,2470,4.2,010-63978755/63977399,2015,2015,273
德仙居宾馆(北京儿童医院店),西城区,西城区南礼士路三条儿童医院西门对面300米,1968,4.2,010-68066955/68066977/68066966/68066988/68022375,2015,2012,208
速8酒店(北京南三环沙子口店),东城区,东城区沙子口路76号（距地铁14号线永定门外地铁站800米）,1564,4.2,010-57515888,2015,2015,205
速8酒店(北京安定门外大街店),东城区,东城区安定门外大街64号（距2号地铁安定门站1000米，5号地铁和平里西街站1000米）,1510,4.2,010-84287090,2015,2015,228
海友酒店(北京南站东店),东城区,东城区永定门外彭庄甲58号（黎昌海鲜底商）,1144,4.2,010-52999959,2015,2015,179
99优选酒店(北京天坛北门店)(原坛北宾馆),东城区,东城区金鱼池西街6号楼（北京市十一中金鱼池校区对面）,1113,4.2,010-67022110,2015,2002,169
易佰连锁旅店(北京北京南站店),丰台区,丰台区北京南站站内B1层（5号售票处旁边）,975,4.2,010-83100910,2015,2014,203
华通国际青年旅舍(三里屯店),朝阳区,朝阳区春秀路一号（工人体育场北路与春秀路交叉口北行150米路东）,892,4.2,010-51909288,2015,2007,138
7天优品酒店(北京燕莎中心使馆区),朝阳区,朝阳区霄云路35号（国航大厦，北京现代汽车大厦对面）,795,4.2,010-52011666,2015,2010,305
东长安商务酒店,朝阳区,朝阳区白家庄路6号（工人体育场南路和三里屯南路的交叉口，朝阳医院东北角）,608,4.2,010-65086611,2015,2004,258
金涛连锁酒店(北京南站店),丰台区,丰台区右安门外大街与玉林南路交汇处往东100米路南（开阳路与玉林南路交汇西500米，近北京南站）,599,4.2,010-56286995,2015,2013,146
虹昱铭宾馆,朝阳区,朝阳区十里河花园街9号虹昱铭宾馆（地铁10号线十里河站）,328,4.2,010-67325588,2015,2008,248
魏风宾馆,西城区,西城区南新华街58号4层（近天安门广场）,215,4.2,010-83156558,2015,2007,199
北京圣谕缘宾馆,西城区,西城区东经路6号院2号楼,207,4.2,010-63135971,2015,2008,199
博昊旅馆,东城区,东城区崇文门西大街8号,166,4.2,010-65223188,2015,2016,117
青年之家酒店,朝阳区,朝阳区建国门外大街24号燕华苑底商（麦当劳南侧200米左右）,3815,4.2,010-65156988/65156058,2014,2014,149
钻石蓝宝苑宾馆,东城区,东城区胜古中路1号（近首都医科大学附属安贞医院、安贞桥）,2393,4.2,010-64415533/13260060116,2014,2011,268
布丁酒店(北京火车南站南广场店),丰台区,丰台区南三环中路73号院内.（山西大厦东侧150米）,1522,4.2,010-67251886,2014,2014,196
易佰连锁旅店(北京站店),东城区,东城区北京站售票厅二楼,1393,4.2,010-65131668,2014,2014,208
速8酒店(北京广渠门店),东城区,东城区广渠门内大街29号红都4层（地铁7号线广渠门内站B出口）,1107,4.2,010-67119505,2014,2014,258
锦江之星(北京南站店),东城区,东城区永定门东街9号,749,4.2,010-52171818,2014,2008,278
京鲁缘宾馆,东城区,东城区朝内南小街22号楼（近北京站，协和医院）,658,4.2,010-65125088,2014,2009,188
泡泡商旅酒店,海淀区,海淀区大钟寺四道口北街甲13号（大钟寺中坤广场向南约100米）,462,4.2,010-82481229/62126605,2014,2014,154
安定宾馆,东城区,东城区安定门内大街197号（近南锣鼓巷、后海）,394,4.2,010-64021530,2014,2008,200
